symbol,rating_date,analyst_ratings_buy,analyst_ratings_hold,analyst_ratings_sell,analyst_ratings_strong_sell,source
COIN,2025-06-01,10,16,1,1,FMP
COIN,2025-05-01,10,15,1,1,FMP
COIN,2025-04-01,11,15,1,0,FMP
COIN,2025-03-01,9,15,0,1,FMP
COIN,2025-02-01,8,14,1,1,FMP
COIN,2025-01-01,8,14,2,1,FMP
COIN,2024-12-01,9,14,1,1,FMP
COIN,2024-11-01,9,13,1,1,FMP
COIN,2024-10-01,8,13,2,1,FMP
COIN,2024-09-01,8,14,2,1,FMP
COIN,2024-08-01,8,14,6,2,FMP
COIN,2024-07-01,7,14,6,0,FMP
COIN,2024-06-01,7,14,6,0,FMP
COIN,2024-05-01,7,12,6,0,FMP
COIN,2024-04-01,7,12,6,0,FMP
COIN,2024-03-01,7,12,6,0,FMP
COIN,2024-02-01,7,12,6,0,FMP
COIN,2024-01-01,7,12,6,0,FMP
COIN,2023-12-01,7,12,6,0,FMP
COIN,2023-11-01,7,12,6,0,FMP
COIN,2023-10-01,7,12,6,0,FMP
COIN,2023-09-01,7,12,6,0,FMP
COIN,2023-08-01,7,12,6,0,FMP
COIN,2023-07-01,7,12,6,0,FMP
COIN,2023-06-01,7,12,6,0,FMP
COIN,2023-05-01,8,6,1,0,FMP
COIN,2023-04-01,8,6,1,0,FMP
COIN,2023-03-01,8,6,1,0,FMP
COIN,2023-02-01,8,6,1,0,FMP
COIN,2023-01-01,0,0,0,0,FMP
COIN,2022-12-01,0,0,0,0,FMP
COIN,2022-11-01,0,0,0,0,FMP
COIN,2022-10-01,0,0,0,0,FMP
COIN,2022-09-01,11,7,2,0,FMP
COIN,2022-08-01,0,0,0,0,FMP
COIN,2022-07-01,9,9,2,0,FMP
DASH,2025-06-01,21,12,0,0,FMP
DASH,2025-05-01,21,12,0,0,FMP
DASH,2025-04-01,22,15,0,0,FMP
DASH,2025-03-01,22,15,0,0,FMP
DASH,2025-02-01,22,15,0,0,FMP
DASH,2025-01-01,22,15,0,0,FMP
DASH,2024-12-01,23,15,0,1,FMP
DASH,2024-11-01,22,16,0,0,FMP
DASH,2024-10-01,22,16,0,0,FMP
DASH,2024-09-01,20,16,0,0,FMP
DASH,2024-08-01,17,16,0,0,FMP
DASH,2024-07-01,16,15,0,0,FMP
DASH,2024-06-01,16,14,0,0,FMP
DASH,2024-05-01,7,13,0,0,FMP
DASH,2024-04-01,7,13,0,0,FMP
DASH,2024-03-01,7,13,0,0,FMP
DASH,2024-02-01,7,13,0,0,FMP
DASH,2024-01-01,7,13,0,0,FMP
DASH,2023-12-01,7,13,0,0,FMP
DASH,2023-11-01,7,13,0,0,FMP
DASH,2023-10-01,7,13,0,0,FMP
DASH,2023-09-01,7,13,0,0,FMP
DASH,2023-08-01,7,13,0,0,FMP
DASH,2023-07-01,7,13,0,0,FMP
DASH,2023-06-01,7,13,0,0,FMP
DASH,2023-05-01,7,13,0,0,FMP
DASH,2023-04-01,7,13,0,0,FMP
DASH,2023-03-01,7,13,0,0,FMP
DASH,2023-02-01,7,13,0,0,FMP
DASH,2023-01-01,0,0,0,0,FMP
DASH,2022-12-01,0,0,0,0,FMP
DASH,2022-11-01,0,0,0,0,FMP
DASH,2022-10-01,0,0,0,0,FMP
DASH,2022-09-01,9,13,0,0,FMP
DASH,2022-08-01,0,0,0,0,FMP
DASH,2022-07-01,9,13,0,0,FMP
EXE,2025-06-01,15,2,0,0,FMP
EXE,2025-05-01,15,3,0,0,FMP
EXE,2025-04-01,15,6,0,0,FMP
EXE,2025-03-01,13,7,0,0,FMP
EXE,2025-02-01,12,7,0,0,FMP
EXE,2025-01-01,11,7,0,0,FMP
EXE,2024-12-01,10,7,0,0,FMP
EXE,2024-11-01,9,8,0,0,FMP
EXE,2024-10-01,9,8,0,0,FMP
EXE,2024-09-01,8,8,0,0,FMP
EXE,2024-08-01,8,7,0,0,FMP
EXE,2024-07-01,7,7,0,0,FMP
TKO,2025-06-01,14,3,0,0,FMP
TKO,2025-05-01,13,3,0,0,FMP
TKO,2025-04-01,13,3,0,0,FMP
TKO,2025-03-01,12,4,0,0,FMP
TKO,2025-02-01,12,4,0,0,FMP
TKO,2025-01-01,12,3,0,0,FMP
TKO,2024-12-01,11,3,0,0,FMP
TKO,2024-11-01,11,3,0,0,FMP
TKO,2024-10-01,13,3,0,0,FMP
TKO,2024-09-01,13,3,0,0,FMP
TKO,2024-08-01,12,3,0,0,FMP
TKO,2024-07-01,7,2,0,0,FMP
TKO,2024-06-01,7,2,0,0,FMP
TKO,2024-05-01,3,2,0,0,FMP
TKO,2024-04-01,3,2,0,0,FMP
TKO,2024-03-01,3,2,0,0,FMP
TKO,2024-02-01,3,2,0,0,FMP
TKO,2024-01-01,3,2,0,0,FMP
TKO,2023-12-01,3,2,0,0,FMP
TKO,2023-11-01,3,2,0,0,FMP
TKO,2023-10-01,3,2,0,0,FMP
TKO,2023-09-01,3,2,0,0,FMP
TKO,2023-08-01,0,0,0,0,FMP
TKO,2023-07-01,0,0,0,0,FMP
TKO,2023-06-01,0,0,0,0,FMP
WSM,2025-06-01,6,16,0,1,FMP
WSM,2025-05-01,7,16,0,2,FMP
WSM,2025-04-01,6,19,0,2,FMP
WSM,2025-03-01,4,18,2,2,FMP
WSM,2025-02-01,4,17,2,1,FMP
WSM,2025-01-01,4,17,2,2,FMP
WSM,2024-12-01,4,17,1,2,FMP
WSM,2024-11-01,4,17,3,2,FMP
WSM,2024-10-01,5,17,3,1,FMP
WSM,2024-09-01,5,17,3,1,FMP
WSM,2024-08-01,4,18,4,1,FMP
WSM,2024-07-01,3,18,4,0,FMP
WSM,2024-06-01,3,18,4,0,FMP
WSM,2024-05-01,3,16,4,0,FMP
WSM,2024-04-01,3,16,4,0,FMP
WSM,2024-03-01,3,16,4,0,FMP
WSM,2024-02-01,3,16,4,0,FMP
WSM,2024-01-01,3,16,4,0,FMP
WSM,2023-12-01,3,16,4,0,FMP
WSM,2023-11-01,3,16,4,0,FMP
WSM,2023-10-01,3,16,4,0,FMP
WSM,2023-09-01,3,16,4,0,FMP
WSM,2023-08-01,3,16,4,0,FMP
WSM,2023-07-01,4,14,6,1,FMP
WSM,2023-06-01,4,15,5,1,FMP
WSM,2023-05-01,3,16,4,0,FMP
WSM,2023-04-01,3,16,4,0,FMP
WSM,2023-03-01,3,16,4,0,FMP
WSM,2023-02-01,3,16,4,0,FMP
WSM,2023-01-01,4,17,3,1,FMP
WSM,2022-12-01,4,17,3,1,FMP
WSM,2022-11-01,4,17,3,1,FMP
WSM,2022-10-01,5,11,6,0,FMP
WSM,2022-09-01,5,11,6,0,FMP
WSM,2022-08-01,4,17,3,1,FMP
WSM,2022-07-01,5,11,6,0,FMP
APO,2025-06-01,10,4,0,0,FMP
APO,2025-05-01,10,5,0,0,FMP
APO,2025-04-01,10,5,0,0,FMP
APO,2025-03-01,9,5,0,0,FMP
APO,2025-02-01,9,5,0,0,FMP
APO,2025-01-01,9,5,0,0,FMP
APO,2024-12-01,9,5,0,0,FMP
APO,2024-11-01,9,5,0,0,FMP
APO,2024-10-01,11,5,0,0,FMP
APO,2024-09-01,11,5,0,0,FMP
APO,2024-08-01,9,6,0,0,FMP
APO,2024-07-01,9,6,0,0,FMP
APO,2024-06-01,9,6,0,0,FMP
APO,2024-05-01,5,4,0,0,FMP
APO,2024-04-01,5,4,0,0,FMP
APO,2024-03-01,5,4,0,0,FMP
APO,2024-02-01,5,4,0,0,FMP
APO,2024-01-01,5,4,0,0,FMP
APO,2023-12-01,5,4,0,0,FMP
APO,2023-11-01,5,4,0,0,FMP
APO,2023-10-01,5,4,0,0,FMP
APO,2023-09-01,5,4,0,0,FMP
APO,2023-08-01,5,4,0,0,FMP
APO,2023-07-01,8,5,0,0,FMP
APO,2023-06-01,8,4,0,0,FMP
APO,2023-05-01,5,4,0,0,FMP
APO,2023-04-01,5,4,0,0,FMP
APO,2023-03-01,5,4,0,0,FMP
APO,2023-02-01,5,4,0,0,FMP
APO,2023-01-01,5,4,0,0,FMP
APO,2022-12-01,5,4,0,0,FMP
APO,2022-11-01,5,4,0,0,FMP
APO,2022-10-01,5,4,0,0,FMP
APO,2022-09-01,8,4,1,0,FMP
APO,2022-08-01,5,4,0,0,FMP
APO,2022-07-01,8,3,1,0,FMP
LII,2025-06-01,4,8,4,3,FMP
LII,2025-05-01,4,9,4,3,FMP
LII,2025-04-01,4,10,4,2,FMP
LII,2025-03-01,3,10,5,2,FMP
LII,2025-02-01,3,12,5,1,FMP
LII,2025-01-01,5,12,4,1,FMP
LII,2024-12-01,5,10,3,1,FMP
LII,2024-11-01,5,12,3,1,FMP
LII,2024-10-01,6,12,2,1,FMP
LII,2024-09-01,6,12,2,1,FMP
LII,2024-08-01,6,12,5,1,FMP
LII,2024-07-01,6,11,5,1,FMP
LII,2024-06-01,6,11,5,1,FMP
LII,2024-05-01,0,11,5,1,FMP
LII,2024-04-01,0,11,5,1,FMP
LII,2024-03-01,0,11,5,1,FMP
LII,2024-02-01,0,11,5,1,FMP
LII,2024-01-01,0,11,5,1,FMP
LII,2023-12-01,0,11,5,1,FMP
LII,2023-11-01,0,11,5,1,FMP
LII,2023-10-01,0,11,5,1,FMP
LII,2023-09-01,0,11,5,1,FMP
LII,2023-08-01,0,11,5,1,FMP
LII,2023-07-01,0,11,5,1,FMP
LII,2023-06-01,0,11,5,1,FMP
LII,2023-05-01,0,11,5,1,FMP
LII,2023-04-01,0,11,5,1,FMP
LII,2023-03-01,0,11,5,1,FMP
LII,2023-02-01,0,11,5,1,FMP
LII,2023-01-01,2,12,1,0,FMP
LII,2022-12-01,2,12,1,0,FMP
LII,2022-11-01,2,12,1,0,FMP
LII,2022-10-01,2,12,1,0,FMP
LII,2022-09-01,1,12,5,1,FMP
LII,2022-08-01,2,12,1,0,FMP
LII,2022-07-01,1,12,5,1,FMP
WDAY,2025-06-01,20,11,0,0,FMP
WDAY,2025-05-01,20,12,0,0,FMP
WDAY,2025-04-01,18,11,0,0,FMP
WDAY,2025-03-01,18,13,0,0,FMP
WDAY,2025-02-01,18,13,0,0,FMP
WDAY,2025-01-01,18,12,1,0,FMP
WDAY,2024-12-01,16,11,1,0,FMP
WDAY,2024-11-01,16,22,4,1,FMP
WDAY,2024-10-01,20,22,4,1,FMP
WDAY,2024-09-01,20,22,4,1,FMP
WDAY,2024-08-01,21,22,4,1,FMP
WDAY,2024-07-01,21,9,0,1,FMP
WDAY,2024-06-01,21,9,0,1,FMP
WDAY,2024-05-01,14,6,0,0,FMP
WDAY,2024-04-01,14,6,0,0,FMP
WDAY,2024-03-01,14,6,0,0,FMP
WDAY,2024-02-01,14,6,0,0,FMP
WDAY,2023-08-01,7,22,4,1,FMP
WDAY,2023-07-01,19,11,0,1,FMP
WDAY,2023-06-01,18,11,0,1,FMP
WDAY,2023-05-01,14,6,0,0,FMP
WDAY,2023-04-01,14,6,0,0,FMP
WDAY,2023-03-01,14,6,0,0,FMP
WDAY,2023-02-01,14,6,0,0,FMP
WDAY,2023-01-01,7,22,4,1,FMP
WDAY,2022-12-01,7,22,4,1,FMP
WDAY,2022-11-01,7,22,4,1,FMP
WDAY,2022-10-01,20,4,0,0,FMP
WDAY,2022-09-01,20,4,0,0,FMP
WDAY,2022-08-01,7,22,4,1,FMP
WDAY,2022-07-01,20,4,0,0,FMP
TPL,2024-11-01,1,1,0,0,FMP
TPL,2024-10-01,1,1,0,0,FMP
TPL,2024-09-01,1,1,0,0,FMP
TPL,2024-08-01,1,1,0,0,FMP
TPL,2024-07-01,1,1,0,0,FMP
TPL,2024-06-01,1,1,0,0,FMP
TPL,2024-05-01,1,1,0,0,FMP
TPL,2024-04-01,1,1,0,0,FMP
TPL,2024-03-01,1,1,0,0,FMP
TPL,2024-02-01,1,1,0,0,FMP
TPL,2024-01-01,1,1,0,0,FMP
TPL,2023-12-01,1,1,0,0,FMP
TPL,2023-11-01,1,1,0,0,FMP
TPL,2023-10-01,1,1,0,0,FMP
TPL,2023-09-01,1,1,0,0,FMP
TPL,2023-08-01,1,1,0,0,FMP
TPL,2023-07-01,1,1,0,0,FMP
TPL,2023-06-01,1,1,0,0,FMP
TPL,2023-05-01,1,1,0,0,FMP
TPL,2023-04-01,1,1,0,0,FMP
TPL,2023-03-01,1,1,0,0,FMP
TPL,2023-02-01,1,1,0,0,FMP
TPL,2023-01-01,0,0,0,0,FMP
TPL,2022-12-01,0,0,0,0,FMP
TPL,2022-11-01,0,0,0,0,FMP
TPL,2022-10-01,1,1,1,0,FMP
TPL,2022-09-01,1,1,1,0,FMP
TPL,2022-08-01,0,0,0,0,FMP
TPL,2022-07-01,1,1,1,0,FMP
DELL,2025-06-01,14,4,0,0,FMP
DELL,2025-05-01,14,4,0,0,FMP
DELL,2025-04-01,14,3,0,0,FMP
DELL,2025-03-01,14,4,0,0,FMP
DELL,2025-02-01,13,4,0,1,FMP
DELL,2025-01-01,14,3,0,1,FMP
DELL,2024-12-01,14,3,0,1,FMP
DELL,2024-11-01,17,5,0,1,FMP
DELL,2024-10-01,17,5,0,0,FMP
DELL,2024-09-01,17,5,1,0,FMP
DELL,2024-08-01,13,7,1,0,FMP
DELL,2024-07-01,14,7,1,0,FMP
DELL,2024-06-01,14,7,1,0,FMP
DELL,2024-05-01,9,7,0,0,FMP
DELL,2024-04-01,9,7,0,0,FMP
DELL,2024-03-01,9,7,0,0,FMP
DELL,2024-02-01,9,7,0,0,FMP
DELL,2024-01-01,9,7,0,0,FMP
DELL,2023-12-01,9,7,0,0,FMP
DELL,2023-11-01,9,7,0,0,FMP
DELL,2023-10-01,9,7,0,0,FMP
DELL,2023-09-01,9,7,0,0,FMP
DELL,2023-08-01,9,7,0,0,FMP
DELL,2023-07-01,9,7,0,0,FMP
DELL,2023-06-01,9,7,0,0,FMP
DELL,2023-05-01,9,7,0,0,FMP
DELL,2023-04-01,9,7,0,0,FMP
DELL,2023-03-01,9,7,0,0,FMP
DELL,2023-02-01,9,7,0,0,FMP
DELL,2023-01-01,0,0,0,0,FMP
DELL,2022-12-01,0,0,0,0,FMP
DELL,2022-11-01,0,0,0,0,FMP
DELL,2022-10-01,0,0,0,0,FMP
DELL,2022-09-01,8,8,0,0,FMP
DELL,2022-08-01,0,0,0,0,FMP
DELL,2022-07-01,8,7,0,0,FMP
ERIE,2025-06-01,1,0,0,0,FMP
ERIE,2025-05-01,1,0,0,0,FMP
ERIE,2025-04-01,1,0,0,0,FMP
ERIE,2025-03-01,1,0,0,0,FMP
ERIE,2025-02-01,1,0,0,0,FMP
ERIE,2025-01-01,1,0,0,0,FMP
ERIE,2024-12-01,1,0,0,0,FMP
ERIE,2024-11-01,1,1,0,0,FMP
ERIE,2024-10-01,0,1,0,0,FMP
ERIE,2024-09-01,0,1,0,0,FMP
ERIE,2024-08-01,0,1,0,0,FMP
ERIE,2024-07-01,0,1,0,0,FMP
ERIE,2024-06-01,0,1,0,0,FMP
ERIE,2024-05-01,0,1,0,0,FMP
ERIE,2024-04-01,0,1,0,0,FMP
ERIE,2024-03-01,0,1,0,0,FMP
ERIE,2024-02-01,0,1,0,0,FMP
ERIE,2024-01-01,0,1,0,0,FMP
ERIE,2023-12-01,0,1,0,0,FMP
ERIE,2023-11-01,0,1,0,0,FMP
ERIE,2023-10-01,0,1,0,0,FMP
ERIE,2023-09-01,0,1,0,0,FMP
ERIE,2023-08-01,0,1,0,0,FMP
ERIE,2023-07-01,0,1,0,0,FMP
ERIE,2023-06-01,0,1,0,0,FMP
ERIE,2023-05-01,0,1,0,0,FMP
ERIE,2023-04-01,0,1,0,0,FMP
ERIE,2023-03-01,0,1,0,0,FMP
ERIE,2023-02-01,0,1,0,0,FMP
ERIE,2023-01-01,0,1,0,0,FMP
ERIE,2022-12-01,0,1,0,0,FMP
ERIE,2022-11-01,0,1,0,0,FMP
ERIE,2022-10-01,0,1,0,0,FMP
ERIE,2022-09-01,0,1,0,0,FMP
ERIE,2022-08-01,0,1,0,0,FMP
ERIE,2022-07-01,0,1,0,0,FMP
PLTR,2025-06-01,3,16,4,2,FMP
PLTR,2025-05-01,3,16,5,2,FMP
PLTR,2025-04-01,3,16,4,2,FMP
PLTR,2025-03-01,3,15,4,2,FMP
PLTR,2025-02-01,3,14,5,3,FMP
PLTR,2025-01-01,3,13,6,2,FMP
PLTR,2024-12-01,3,10,5,2,FMP
PLTR,2024-11-01,4,8,5,3,FMP
PLTR,2024-10-01,4,8,4,3,FMP
PLTR,2024-09-01,4,7,4,3,FMP
PLTR,2024-08-01,4,6,4,3,FMP
PLTR,2024-07-01,3,8,4,3,FMP
PLTR,2024-06-01,3,8,3,2,FMP
PLTR,2024-05-01,0,4,1,2,FMP
PLTR,2024-04-01,0,4,1,2,FMP
PLTR,2024-03-01,0,4,1,2,FMP
PLTR,2024-02-01,0,4,1,2,FMP
PLTR,2024-01-01,0,4,1,2,FMP
PLTR,2023-12-01,0,4,1,2,FMP
PLTR,2023-11-01,0,4,1,2,FMP
PLTR,2023-10-01,0,4,1,2,FMP
PLTR,2023-09-01,0,4,1,2,FMP
PLTR,2023-08-01,0,4,1,2,FMP
PLTR,2023-07-01,0,4,1,2,FMP
PLTR,2023-06-01,0,4,1,2,FMP
PLTR,2023-05-01,0,4,1,2,FMP
PLTR,2023-04-01,0,4,1,2,FMP
PLTR,2023-03-01,0,4,1,2,FMP
PLTR,2023-02-01,0,4,1,2,FMP
PLTR,2023-01-01,0,0,0,2,FMP
PLTR,2022-12-01,0,0,0,2,FMP
PLTR,2022-11-01,0,0,0,2,FMP
PLTR,2022-10-01,1,7,1,2,FMP
PLTR,2022-09-01,1,6,1,2,FMP
PLTR,2022-08-01,0,0,0,2,FMP
PLTR,2022-07-01,1,7,1,2,FMP
SW,2025-06-01,8,5,0,0,FMP
SW,2025-05-01,8,5,0,0,FMP
SW,2025-04-01,8,5,0,0,FMP
SW,2025-03-01,8,4,0,0,FMP
SW,2025-02-01,7,4,0,0,FMP
SW,2025-01-01,7,4,0,0,FMP
SW,2024-12-01,5,4,0,0,FMP
SW,2024-11-01,6,4,0,0,FMP
SW,2024-10-01,6,4,0,0,FMP
SW,2024-09-01,6,4,0,0,FMP
SW,2024-08-01,5,4,0,0,FMP
SW,2024-07-01,0,1,0,0,FMP
SW,2024-06-01,0,0,0,0,FMP
SW,2024-05-01,0,0,0,0,FMP
SW,2024-04-01,0,0,0,0,FMP
CRWD,2025-06-01,27,14,1,1,FMP
CRWD,2025-05-01,28,11,0,1,FMP
CRWD,2025-04-01,28,12,0,1,FMP
CRWD,2025-03-01,27,13,0,1,FMP
CRWD,2025-02-01,27,12,2,1,FMP
CRWD,2025-01-01,27,9,2,1,FMP
CRWD,2024-12-01,28,9,2,1,FMP
CRWD,2024-11-01,31,9,2,1,FMP
CRWD,2024-10-01,31,8,2,0,FMP
CRWD,2024-09-01,31,7,2,0,FMP
CRWD,2024-08-01,31,7,2,1,FMP
CRWD,2024-07-01,32,4,1,0,FMP
CRWD,2024-06-01,32,3,0,0,FMP
CRWD,2024-05-01,31,3,0,0,FMP
CRWD,2024-04-01,31,3,0,0,FMP
CRWD,2024-03-01,31,3,0,0,FMP
CRWD,2024-02-01,0,0,0,0,FMP
CRWD,2024-01-01,0,0,0,0,FMP
CRWD,2023-12-01,0,0,0,0,FMP
CRWD,2023-11-01,0,0,0,0,FMP
CRWD,2023-10-01,0,0,0,0,FMP
CRWD,2023-09-01,0,0,0,0,FMP
CRWD,2023-08-01,0,0,0,0,FMP
CRWD,2023-07-01,0,0,0,0,FMP
CRWD,2023-06-01,0,0,0,0,FMP
CRWD,2023-05-01,0,0,0,0,FMP
CRWD,2023-04-01,0,0,0,0,FMP
CRWD,2023-03-01,0,0,0,0,FMP
CRWD,2023-02-01,0,0,0,0,FMP
CRWD,2023-01-01,0,0,0,0,FMP
CRWD,2022-12-01,0,0,0,0,FMP
CRWD,2022-11-01,0,0,0,0,FMP
CRWD,2022-10-01,0,0,0,0,FMP
CRWD,2022-09-01,19,0,0,0,FMP
CRWD,2022-08-01,0,0,0,0,FMP
CRWD,2022-07-01,19,0,0,0,FMP
GDDY,2025-06-01,7,8,0,1,FMP
GDDY,2025-05-01,7,8,0,1,FMP
GDDY,2025-04-01,7,8,0,1,FMP
GDDY,2025-03-01,7,8,0,1,FMP
GDDY,2025-02-01,7,8,1,1,FMP
GDDY,2025-01-01,7,7,1,1,FMP
GDDY,2024-12-01,7,7,1,1,FMP
GDDY,2024-11-01,10,8,0,1,FMP
GDDY,2024-10-01,10,8,0,1,FMP
GDDY,2024-09-01,10,8,0,1,FMP
GDDY,2024-08-01,10,6,0,1,FMP
GDDY,2024-07-01,7,5,0,0,FMP
GDDY,2024-06-01,7,5,0,0,FMP
GDDY,2024-05-01,4,2,0,0,FMP
GDDY,2024-04-01,4,2,0,0,FMP
GDDY,2024-03-01,4,2,0,0,FMP
GDDY,2024-02-01,4,2,0,0,FMP
GDDY,2024-01-01,4,2,0,0,FMP
GDDY,2023-12-01,4,2,0,0,FMP
GDDY,2023-11-01,4,2,0,0,FMP
GDDY,2023-10-01,4,2,0,0,FMP
GDDY,2023-09-01,4,2,0,0,FMP
GDDY,2023-08-01,4,2,0,0,FMP
GDDY,2023-07-01,4,2,0,0,FMP
GDDY,2023-06-01,4,2,0,0,FMP
GDDY,2023-05-01,4,2,0,0,FMP
GDDY,2023-04-01,4,2,0,0,FMP
GDDY,2023-03-01,4,2,0,0,FMP
GDDY,2023-02-01,4,2,0,0,FMP
GDDY,2023-01-01,10,4,0,0,FMP
GDDY,2022-12-01,10,4,0,0,FMP
GDDY,2022-11-01,10,4,0,0,FMP
GDDY,2022-10-01,10,4,0,0,FMP
GDDY,2022-09-01,4,2,0,0,FMP
GDDY,2022-08-01,10,4,0,0,FMP
GDDY,2022-07-01,4,2,0,0,FMP
KKR,2025-06-01,12,1,0,0,FMP
KKR,2025-05-01,12,2,0,0,FMP
KKR,2025-04-01,12,3,0,0,FMP
KKR,2025-03-01,11,4,0,0,FMP
KKR,2025-02-01,10,4,0,1,FMP
KKR,2025-01-01,11,3,0,1,FMP
KKR,2024-12-01,11,3,0,1,FMP
KKR,2024-11-01,11,4,0,1,FMP
KKR,2024-10-01,12,4,0,1,FMP
KKR,2024-09-01,12,4,0,1,FMP
KKR,2024-08-01,11,4,0,1,FMP
KKR,2024-07-01,11,1,0,0,FMP
KKR,2024-06-01,11,1,0,0,FMP
KKR,2024-05-01,9,1,0,0,FMP
KKR,2024-04-01,9,1,0,0,FMP
KKR,2024-03-01,9,1,0,0,FMP
KKR,2024-02-01,9,1,0,0,FMP
KKR,2024-01-01,9,1,0,0,FMP
KKR,2023-12-01,9,1,0,0,FMP
KKR,2023-11-01,9,1,0,0,FMP
KKR,2023-10-01,9,1,0,0,FMP
KKR,2023-09-01,9,1,0,0,FMP
KKR,2023-08-01,9,1,0,0,FMP
KKR,2023-07-01,9,1,0,0,FMP
KKR,2023-06-01,9,1,0,0,FMP
KKR,2023-05-01,9,1,0,0,FMP
KKR,2023-04-01,9,1,0,0,FMP
KKR,2023-03-01,9,1,0,0,FMP
KKR,2023-02-01,9,1,0,0,FMP
KKR,2023-01-01,6,4,0,0,FMP
KKR,2022-12-01,6,4,0,0,FMP
KKR,2022-11-01,6,4,0,0,FMP
KKR,2022-10-01,6,4,0,0,FMP
KKR,2022-09-01,11,2,0,0,FMP
KKR,2022-08-01,6,4,0,0,FMP
KKR,2022-07-01,11,2,0,0,FMP
VST,2025-06-01,10,2,1,0,FMP
VST,2025-05-01,10,2,1,0,FMP
VST,2025-04-01,10,2,1,0,FMP
VST,2025-03-01,10,1,1,0,FMP
VST,2025-02-01,9,1,1,0,FMP
VST,2025-01-01,9,1,1,0,FMP
VST,2024-12-01,8,0,1,0,FMP
VST,2024-11-01,8,2,1,0,FMP
VST,2024-10-01,8,2,1,0,FMP
VST,2024-09-01,9,2,1,0,FMP
VST,2024-08-01,8,2,1,0,FMP
VST,2024-07-01,8,2,0,0,FMP
VST,2024-06-01,8,2,0,0,FMP
VST,2024-05-01,1,2,0,0,FMP
VST,2024-04-01,1,2,0,0,FMP
VST,2024-03-01,1,2,0,0,FMP
VST,2024-02-01,1,2,0,0,FMP
VST,2024-01-01,1,2,0,0,FMP
VST,2023-12-01,1,2,0,0,FMP
VST,2023-11-01,1,2,0,0,FMP
VST,2023-10-01,1,2,0,0,FMP
VST,2023-09-01,1,2,0,0,FMP
VST,2023-08-01,1,2,0,0,FMP
VST,2023-07-01,1,2,0,0,FMP
VST,2023-06-01,1,2,0,0,FMP
VST,2023-05-01,1,2,0,0,FMP
VST,2023-04-01,1,2,0,0,FMP
VST,2023-03-01,1,2,0,0,FMP
VST,2023-02-01,1,2,0,0,FMP
VST,2023-01-01,2,2,0,0,FMP
VST,2022-12-01,2,2,0,0,FMP
VST,2022-11-01,2,2,0,0,FMP
VST,2022-10-01,7,0,0,0,FMP
VST,2022-09-01,7,0,0,0,FMP
VST,2022-08-01,2,2,0,0,FMP
VST,2022-07-01,7,0,0,0,FMP
GEV,2025-06-01,16,7,1,0,FMP
GEV,2025-05-01,19,7,1,1,FMP
GEV,2025-04-01,19,7,0,1,FMP
GEV,2025-03-01,18,7,0,1,FMP
GEV,2025-02-01,16,7,0,1,FMP
GEV,2025-01-01,13,7,0,1,FMP
GEV,2024-12-01,14,6,1,1,FMP
GEV,2024-11-01,14,6,1,1,FMP
GEV,2024-10-01,14,6,0,1,FMP
GEV,2024-09-01,14,5,0,0,FMP
GEV,2024-08-01,12,5,0,0,FMP
GEV,2024-07-01,10,5,0,0,FMP
GEV,2024-06-01,7,5,0,0,FMP
GEV,2024-05-01,0,0,0,0,FMP
GEV,2024-04-01,0,0,0,0,FMP
GEV,2024-03-01,0,0,0,0,FMP
GEV,2024-02-01,0,0,0,0,FMP
GEV,2024-01-01,0,0,0,0,FMP
SOLV,2025-06-01,1,8,0,1,FMP
SOLV,2025-05-01,1,9,0,1,FMP
SOLV,2025-04-01,1,9,0,1,FMP
SOLV,2025-03-01,1,9,0,1,FMP
SOLV,2025-02-01,1,9,0,1,FMP
SOLV,2025-01-01,1,9,0,1,FMP
SOLV,2024-12-01,1,9,0,1,FMP
SOLV,2024-11-01,1,8,1,1,FMP
SOLV,2024-10-01,1,8,1,1,FMP
SOLV,2024-09-01,0,6,1,1,FMP
SOLV,2024-08-01,0,4,1,1,FMP
SOLV,2024-07-01,0,4,1,0,FMP
SOLV,2024-06-01,0,3,1,0,FMP
SOLV,2024-05-01,0,0,0,0,FMP
SOLV,2024-04-01,0,0,0,0,FMP
SOLV,2024-03-01,0,0,0,0,FMP
SOLV,2024-02-01,0,0,0,0,FMP
SOLV,2024-01-01,0,0,0,0,FMP
DECK,2025-06-01,8,13,0,0,FMP
DECK,2025-05-01,11,13,0,0,FMP
DECK,2025-04-01,11,8,0,0,FMP
DECK,2025-03-01,10,8,0,1,FMP
DECK,2025-02-01,10,9,1,1,FMP
DECK,2025-01-01,9,9,1,0,FMP
DECK,2024-12-01,9,9,1,0,FMP
DECK,2024-11-01,9,10,1,0,FMP
DECK,2024-10-01,13,10,1,0,FMP
DECK,2024-09-01,13,10,1,0,FMP
DECK,2024-08-01,13,10,1,0,FMP
DECK,2024-07-01,13,5,1,0,FMP
DECK,2024-06-01,13,5,1,0,FMP
DECK,2024-05-01,5,1,0,0,FMP
DECK,2024-04-01,5,1,0,0,FMP
DECK,2024-03-01,5,1,0,0,FMP
DECK,2024-02-01,5,1,0,0,FMP
DECK,2024-01-01,5,1,0,0,FMP
DECK,2023-12-01,5,1,0,0,FMP
DECK,2023-11-01,5,1,0,0,FMP
DECK,2023-10-01,5,1,0,0,FMP
DECK,2023-09-01,5,1,0,0,FMP
DECK,2023-08-01,5,1,0,0,FMP
