symbol,rating_date,analyst_ratings_buy,analyst_ratings_hold,analyst_ratings_sell,analyst_ratings_strong_sell,source
HLT,2023-06-01,7,12,0,0,FMP
HLT,2023-05-01,4,12,0,0,FMP
HLT,2023-04-01,4,12,0,0,FMP
HLT,2023-03-01,4,12,0,0,FMP
HLT,2023-02-01,4,12,0,0,FMP
HLT,2023-01-01,12,6,1,0,FMP
HLT,2022-12-01,12,6,1,0,FMP
HLT,2022-11-01,12,6,1,0,FMP
HLT,2022-10-01,12,6,1,0,FMP
HLT,2022-09-01,4,13,0,0,FMP
HLT,2022-08-01,12,6,1,0,FMP
HLT,2022-07-01,4,13,0,0,FMP
IT,2025-06-01,3,5,1,0,FMP
IT,2025-05-01,3,5,1,0,FMP
IT,2025-04-01,3,5,1,0,FMP
IT,2025-03-01,3,5,1,0,FMP
IT,2025-02-01,3,5,1,0,FMP
IT,2025-01-01,3,6,1,0,FMP
IT,2024-12-01,3,6,1,0,FMP
IT,2024-11-01,5,6,1,0,FMP
IT,2024-10-01,5,6,2,0,FMP
IT,2024-09-01,5,6,2,0,FMP
IT,2024-08-01,5,6,2,0,FMP
IT,2024-07-01,2,6,1,0,FMP
IT,2024-06-01,2,6,1,0,FMP
IT,2024-05-01,2,3,0,0,FMP
IT,2024-04-01,2,3,0,0,FMP
IT,2024-03-01,2,3,0,0,FMP
IT,2024-02-01,2,3,0,0,FMP
IT,2024-01-01,2,3,0,0,FMP
IT,2023-12-01,2,3,0,0,FMP
IT,2023-11-01,2,3,0,0,FMP
IT,2023-10-01,2,3,0,0,FMP
IT,2023-09-01,2,3,0,0,FMP
IT,2023-08-01,2,3,0,0,FMP
IT,2023-07-01,2,3,0,0,FMP
IT,2023-06-01,2,3,0,0,FMP
IT,2023-05-01,2,3,0,0,FMP
IT,2023-04-01,2,3,0,0,FMP
IT,2023-03-01,2,3,0,0,FMP
IT,2023-02-01,2,3,0,0,FMP
IT,2023-01-01,5,4,0,0,FMP
IT,2022-12-01,5,4,0,0,FMP
IT,2022-11-01,5,4,0,0,FMP
IT,2022-10-01,5,4,0,0,FMP
IT,2022-09-01,2,4,0,0,FMP
IT,2022-08-01,5,4,0,0,FMP
IT,2022-07-01,2,4,0,0,FMP
AMD,2025-06-01,26,17,0,0,FMP
AMD,2025-05-01,26,17,1,0,FMP
AMD,2025-04-01,25,17,1,0,FMP
AMD,2025-03-01,26,16,1,0,FMP
AMD,2025-02-01,28,16,1,0,FMP
AMD,2025-01-01,31,15,1,0,FMP
AMD,2024-12-01,31,12,0,0,FMP
AMD,2024-11-01,32,15,4,1,FMP
AMD,2024-10-01,31,15,4,1,FMP
AMD,2024-09-01,31,15,4,1,FMP
AMD,2024-08-01,32,15,4,1,FMP
AMD,2024-07-01,25,10,0,0,FMP
AMD,2024-06-01,25,10,0,0,FMP
AMD,2024-05-01,19,10,0,0,FMP
AMD,2024-04-01,19,10,0,0,FMP
AMD,2024-03-01,19,10,0,0,FMP
AMD,2024-02-01,19,10,0,0,FMP
AMD,2024-01-01,21,10,0,0,FMP
AMD,2023-12-01,19,10,0,0,FMP
AMD,2023-11-01,19,10,0,0,FMP
AMD,2023-10-01,19,10,0,0,FMP
AMD,2023-09-01,19,10,0,0,FMP
AMD,2023-08-01,19,10,0,0,FMP
AMD,2023-07-01,19,10,0,0,FMP
AMD,2023-06-01,19,10,0,0,FMP
AMD,2023-05-01,19,10,0,0,FMP
AMD,2023-04-01,19,10,0,0,FMP
AMD,2023-03-01,19,10,0,0,FMP
AMD,2023-02-01,19,10,0,0,FMP
AMD,2023-01-01,6,15,4,1,FMP
AMD,2022-12-01,6,15,4,1,FMP
AMD,2022-11-01,6,15,4,1,FMP
AMD,2022-10-01,6,15,4,1,FMP
AMD,2022-09-01,19,15,1,0,FMP
AMD,2022-08-01,6,15,4,1,FMP
AMD,2022-07-01,20,13,1,0,FMP
ARE,2025-06-01,3,9,0,0,FMP
ARE,2025-05-01,3,9,0,0,FMP
ARE,2025-04-01,3,9,0,0,FMP
ARE,2025-03-01,3,9,0,0,FMP
ARE,2025-02-01,3,8,0,0,FMP
ARE,2025-01-01,3,9,0,0,FMP
ARE,2024-12-01,3,9,0,0,FMP
ARE,2024-11-01,6,9,0,0,FMP
ARE,2024-10-01,6,7,0,0,FMP
ARE,2024-09-01,6,7,0,0,FMP
ARE,2024-08-01,6,5,0,0,FMP
ARE,2024-07-01,6,5,0,0,FMP
ARE,2024-06-01,6,5,0,0,FMP
ARE,2024-05-01,6,5,0,0,FMP
ARE,2024-04-01,6,5,0,0,FMP
ARE,2024-03-01,6,5,0,0,FMP
ARE,2024-02-01,6,5,0,0,FMP
ARE,2024-01-01,6,5,0,0,FMP
ARE,2023-12-01,6,5,0,0,FMP
ARE,2023-11-01,6,5,0,0,FMP
ARE,2023-10-01,6,5,0,0,FMP
ARE,2023-09-01,6,5,0,0,FMP
ARE,2023-08-01,6,5,0,0,FMP
ARE,2023-07-01,6,5,0,0,FMP
ARE,2023-06-01,6,5,0,0,FMP
ARE,2023-05-01,6,5,0,0,FMP
ARE,2023-04-01,6,5,0,0,FMP
ARE,2023-03-01,6,5,0,0,FMP
ARE,2023-02-01,6,5,0,0,FMP
ARE,2023-01-01,6,5,0,0,FMP
ARE,2022-12-01,6,5,0,0,FMP
ARE,2022-11-01,6,5,0,0,FMP
ARE,2022-10-01,6,5,0,0,FMP
ARE,2022-09-01,8,0,0,0,FMP
ARE,2022-08-01,6,5,0,0,FMP
ARE,2022-07-01,8,1,0,0,FMP
RJF,2025-06-01,2,10,0,0,FMP
RJF,2025-05-01,2,10,0,0,FMP
RJF,2025-04-01,3,10,0,0,FMP
RJF,2025-03-01,4,9,0,0,FMP
RJF,2025-02-01,4,9,0,1,FMP
RJF,2025-01-01,4,10,0,1,FMP
RJF,2024-12-01,4,10,0,1,FMP
RJF,2024-11-01,4,9,0,1,FMP
RJF,2024-10-01,4,10,0,0,FMP
RJF,2024-09-01,4,10,0,0,FMP
RJF,2024-08-01,3,10,0,0,FMP
RJF,2024-07-01,2,10,0,0,FMP
RJF,2024-06-01,2,9,0,0,FMP
RJF,2024-05-01,2,7,0,0,FMP
RJF,2024-04-01,2,7,0,0,FMP
RJF,2024-03-01,2,7,0,0,FMP
RJF,2024-02-01,2,7,0,0,FMP
RJF,2024-01-01,2,7,0,0,FMP
RJF,2023-12-01,2,7,0,0,FMP
RJF,2023-11-01,2,7,0,0,FMP
RJF,2023-10-01,3,6,0,0,FMP
RJF,2023-09-01,4,2,0,0,FMP
RJF,2023-08-01,4,2,0,0,FMP
RJF,2023-07-01,4,2,0,0,FMP
RJF,2023-06-01,4,2,0,0,FMP
RJF,2023-05-01,4,2,0,0,FMP
RJF,2023-04-01,4,2,0,0,FMP
RJF,2023-03-01,4,2,0,0,FMP
RJF,2023-02-01,4,2,0,0,FMP
RJF,2023-01-01,1,4,0,0,FMP
RJF,2022-12-01,1,4,0,0,FMP
RJF,2022-11-01,1,4,0,0,FMP
RJF,2022-10-01,4,3,0,0,FMP
RJF,2022-09-01,4,3,0,0,FMP
RJF,2022-08-01,1,4,0,0,FMP
RJF,2022-07-01,4,3,0,0,FMP
SRE,2025-06-01,7,10,0,0,FMP
SRE,2025-05-01,7,10,0,0,FMP
SRE,2025-04-01,7,10,0,0,FMP
SRE,2025-03-01,9,9,0,0,FMP
SRE,2025-02-01,10,7,0,0,FMP
SRE,2025-01-01,10,4,0,0,FMP
SRE,2024-12-01,10,5,0,0,FMP
SRE,2024-11-01,10,5,0,0,FMP
SRE,2024-10-01,10,5,0,0,FMP
SRE,2024-09-01,9,5,0,0,FMP
SRE,2024-08-01,9,5,0,0,FMP
SRE,2024-07-01,9,5,0,0,FMP
SRE,2024-06-01,9,5,0,0,FMP
SRE,2024-05-01,9,5,0,0,FMP
SRE,2024-04-01,8,8,0,0,FMP
SRE,2024-03-01,8,8,0,0,FMP
SRE,2024-02-01,8,8,0,0,FMP
SRE,2024-01-01,8,8,0,0,FMP
SRE,2023-12-01,8,8,0,0,FMP
SRE,2023-11-01,8,8,0,0,FMP
SRE,2023-10-01,8,8,0,0,FMP
SRE,2023-09-01,8,8,0,0,FMP
SRE,2023-08-01,8,8,0,0,FMP
SRE,2023-07-01,8,8,0,0,FMP
SRE,2023-06-01,8,8,0,0,FMP
SRE,2023-05-01,8,8,0,0,FMP
SRE,2023-04-01,8,8,0,0,FMP
SRE,2023-03-01,8,8,0,0,FMP
SRE,2023-02-01,8,8,0,0,FMP
SRE,2023-01-01,3,3,0,0,FMP
SRE,2022-12-01,3,3,0,0,FMP
SRE,2022-11-01,3,3,0,0,FMP
SRE,2022-10-01,10,7,0,0,FMP
SRE,2022-09-01,10,7,0,0,FMP
SRE,2022-08-01,3,3,0,0,FMP
SRE,2022-07-01,10,7,0,0,FMP
SNPS,2025-06-01,15,3,0,0,FMP
SNPS,2025-05-01,15,3,0,0,FMP
SNPS,2025-04-01,15,2,0,0,FMP
SNPS,2025-03-01,15,3,0,0,FMP
SNPS,2025-02-01,16,3,0,0,FMP
SNPS,2025-01-01,16,3,0,0,FMP
SNPS,2024-12-01,14,3,0,1,FMP
SNPS,2024-11-01,14,2,0,1,FMP
SNPS,2024-10-01,13,2,0,1,FMP
SNPS,2024-09-01,11,2,0,1,FMP
SNPS,2024-08-01,13,2,0,1,FMP
SNPS,2024-07-01,13,2,0,0,FMP
SNPS,2024-06-01,13,2,0,0,FMP
SNPS,2024-05-01,13,2,0,0,FMP
SNPS,2024-04-01,13,2,0,0,FMP
SNPS,2024-03-01,13,2,0,0,FMP
SNPS,2024-02-01,13,2,0,0,FMP
SNPS,2024-01-01,13,2,0,0,FMP
SNPS,2023-12-01,13,2,0,0,FMP
SNPS,2023-11-01,13,2,0,0,FMP
SNPS,2023-10-01,13,2,0,0,FMP
SNPS,2023-09-01,13,2,0,0,FMP
SNPS,2023-08-01,13,2,0,0,FMP
SNPS,2023-07-01,13,2,0,0,FMP
SNPS,2023-06-01,13,2,0,0,FMP
SNPS,2023-05-01,13,2,0,0,FMP
SNPS,2023-04-01,13,2,0,0,FMP
SNPS,2023-03-01,13,2,0,0,FMP
SNPS,2023-02-01,13,2,0,0,FMP
SNPS,2023-01-01,3,2,0,0,FMP
SNPS,2022-12-01,3,2,0,0,FMP
SNPS,2022-11-01,3,2,0,0,FMP
SNPS,2022-10-01,8,1,0,0,FMP
SNPS,2022-09-01,8,1,0,0,FMP
SNPS,2022-08-01,3,2,0,0,FMP
SNPS,2022-07-01,10,0,1,0,FMP
REG,2025-06-01,10,5,0,0,FMP
REG,2025-05-01,10,5,0,0,FMP
REG,2025-04-01,10,5,0,0,FMP
REG,2025-03-01,10,6,0,0,FMP
REG,2025-02-01,10,6,0,0,FMP
REG,2025-01-01,10,6,0,0,FMP
REG,2024-12-01,10,6,0,0,FMP
REG,2024-11-01,10,9,0,0,FMP
REG,2024-10-01,10,9,0,0,FMP
REG,2024-09-01,10,9,0,0,FMP
REG,2024-08-01,11,9,0,0,FMP
REG,2024-07-01,9,7,0,0,FMP
REG,2024-06-01,9,7,0,0,FMP
REG,2024-05-01,4,7,0,0,FMP
REG,2024-04-01,4,7,0,0,FMP
REG,2024-03-01,4,7,0,0,FMP
REG,2024-02-01,4,7,0,0,FMP
REG,2024-01-01,4,7,0,0,FMP
REG,2023-12-01,4,7,0,0,FMP
REG,2023-11-01,4,7,0,0,FMP
REG,2023-10-01,4,7,0,0,FMP
REG,2023-09-01,4,7,0,0,FMP
REG,2023-08-01,4,7,0,0,FMP
REG,2023-07-01,4,7,0,0,FMP
REG,2023-06-01,4,7,0,0,FMP
REG,2023-05-01,4,7,0,0,FMP
REG,2023-04-01,4,7,0,0,FMP
REG,2023-03-01,4,7,0,0,FMP
REG,2023-02-01,4,7,0,0,FMP
REG,2023-01-01,4,9,0,0,FMP
REG,2022-12-01,4,9,0,0,FMP
REG,2022-11-01,4,9,0,0,FMP
REG,2022-10-01,7,10,0,0,FMP
REG,2022-09-01,7,10,0,0,FMP
REG,2022-08-01,4,9,0,0,FMP
REG,2022-07-01,7,10,0,0,FMP
CBOE,2025-06-01,2,12,1,2,FMP
CBOE,2025-05-01,2,12,1,2,FMP
CBOE,2025-04-01,3,12,1,2,FMP
CBOE,2025-03-01,3,11,1,2,FMP
CBOE,2025-02-01,3,11,1,2,FMP
CBOE,2025-01-01,3,12,1,2,FMP
CBOE,2024-12-01,3,12,1,0,FMP
CBOE,2024-11-01,3,13,1,0,FMP
CBOE,2024-10-01,2,13,0,0,FMP
CBOE,2024-09-01,2,13,0,0,FMP
CBOE,2024-08-01,6,11,1,0,FMP
CBOE,2024-07-01,6,10,1,0,FMP
CBOE,2024-06-01,6,10,1,0,FMP
CBOE,2024-05-01,6,7,1,0,FMP
CBOE,2024-04-01,6,7,1,0,FMP
CBOE,2024-03-01,6,7,1,0,FMP
CBOE,2024-02-01,6,7,1,0,FMP
CBOE,2024-01-01,4,9,1,0,FMP
CBOE,2023-12-01,3,10,1,0,FMP
CBOE,2023-11-01,6,7,1,0,FMP
CBOE,2023-10-01,6,7,1,0,FMP
CBOE,2023-09-01,6,7,1,0,FMP
CBOE,2023-08-01,6,7,1,0,FMP
CBOE,2023-07-01,6,7,1,0,FMP
CBOE,2023-06-01,6,7,1,0,FMP
CBOE,2023-05-01,6,7,1,0,FMP
CBOE,2023-04-01,6,7,1,0,FMP
CBOE,2023-03-01,6,7,1,0,FMP
CBOE,2023-02-01,6,7,1,0,FMP
CBOE,2023-01-01,2,9,0,0,FMP
CBOE,2022-12-01,2,9,0,0,FMP
CBOE,2022-11-01,2,9,0,0,FMP
CBOE,2022-10-01,2,9,0,0,FMP
CBOE,2022-09-01,5,5,3,0,FMP
CBOE,2022-08-01,2,9,0,0,FMP
CBOE,2022-07-01,5,5,3,0,FMP
INCY,2025-06-01,7,16,0,1,FMP
INCY,2025-05-01,8,16,0,1,FMP
INCY,2025-04-01,8,16,0,1,FMP
INCY,2025-03-01,10,17,0,1,FMP
INCY,2025-02-01,10,15,0,1,FMP
INCY,2025-01-01,10,14,0,1,FMP
INCY,2024-12-01,10,14,0,1,FMP
INCY,2024-11-01,12,13,0,1,FMP
INCY,2024-10-01,12,13,1,1,FMP
INCY,2024-09-01,12,13,1,1,FMP
INCY,2024-08-01,12,12,1,1,FMP
INCY,2024-07-01,6,13,1,0,FMP
INCY,2024-06-01,6,13,1,0,FMP
INCY,2024-05-01,6,6,1,0,FMP
INCY,2024-04-01,6,6,1,0,FMP
INCY,2024-03-01,6,6,1,0,FMP
INCY,2024-02-01,6,6,1,0,FMP
INCY,2024-01-01,6,6,1,0,FMP
INCY,2023-12-01,6,6,1,0,FMP
INCY,2023-11-01,6,6,1,0,FMP
INCY,2023-10-01,6,6,1,0,FMP
INCY,2023-09-01,6,6,1,0,FMP
INCY,2023-08-01,6,6,1,0,FMP
INCY,2023-07-01,6,6,1,0,FMP
INCY,2023-06-01,6,6,1,0,FMP
INCY,2023-05-01,6,6,1,0,FMP
INCY,2023-04-01,6,6,1,0,FMP
INCY,2023-03-01,6,6,1,0,FMP
INCY,2023-02-01,6,6,1,0,FMP
INCY,2023-01-01,12,4,0,0,FMP
INCY,2022-12-01,12,4,0,0,FMP
INCY,2022-11-01,12,4,0,0,FMP
INCY,2022-10-01,12,4,0,0,FMP
INCY,2022-09-01,6,9,1,0,FMP
INCY,2022-08-01,12,4,0,0,FMP
INCY,2022-07-01,7,5,1,0,FMP
IDXX,2025-06-01,3,6,0,1,FMP
IDXX,2025-05-01,3,6,0,1,FMP
IDXX,2025-04-01,3,7,0,1,FMP
IDXX,2025-03-01,3,7,0,1,FMP
IDXX,2025-02-01,3,7,0,1,FMP
IDXX,2025-01-01,3,6,0,1,FMP
IDXX,2024-12-01,3,6,0,2,FMP
IDXX,2024-11-01,2,5,1,2,FMP
IDXX,2024-10-01,4,7,1,2,FMP
IDXX,2024-09-01,4,8,1,2,FMP
IDXX,2024-08-01,4,8,1,1,FMP
IDXX,2024-07-01,5,8,0,0,FMP
IDXX,2024-06-01,5,6,0,0,FMP
IDXX,2024-05-01,3,4,0,0,FMP
IDXX,2024-04-01,3,4,0,0,FMP
IDXX,2024-03-01,3,4,0,0,FMP
IDXX,2024-02-01,3,4,0,0,FMP
IDXX,2024-01-01,3,4,0,0,FMP
IDXX,2023-12-01,3,4,0,0,FMP
IDXX,2023-11-01,3,4,0,0,FMP
IDXX,2023-10-01,3,4,0,0,FMP
IDXX,2023-09-01,3,4,0,0,FMP
IDXX,2023-08-01,3,4,0,0,FMP
IDXX,2023-07-01,3,4,0,0,FMP
IDXX,2023-06-01,3,4,0,0,FMP
IDXX,2023-05-01,3,4,0,0,FMP
IDXX,2023-04-01,3,4,0,0,FMP
IDXX,2023-03-01,3,4,0,0,FMP
IDXX,2023-02-01,3,4,0,0,FMP
IDXX,2023-01-01,2,3,1,0,FMP
IDXX,2022-12-01,2,3,1,0,FMP
IDXX,2022-11-01,2,3,1,0,FMP
IDXX,2022-10-01,2,3,1,0,FMP
IDXX,2022-09-01,4,5,0,0,FMP
IDXX,2022-08-01,2,3,1,0,FMP
IDXX,2022-07-01,4,5,0,0,FMP
MAA,2025-06-01,8,10,2,0,FMP
MAA,2025-05-01,9,10,2,0,FMP
MAA,2025-04-01,9,10,2,0,FMP
MAA,2025-03-01,9,11,2,0,FMP
MAA,2025-02-01,8,12,2,0,FMP
MAA,2025-01-01,8,12,2,0,FMP
MAA,2024-12-01,8,13,2,0,FMP
MAA,2024-11-01,7,12,2,0,FMP
MAA,2024-10-01,7,13,2,1,FMP
MAA,2024-09-01,7,13,2,1,FMP
MAA,2024-08-01,7,14,2,1,FMP
MAA,2024-07-01,4,14,2,1,FMP
MAA,2024-06-01,4,14,2,1,FMP
MAA,2024-05-01,4,11,0,0,FMP
MAA,2024-04-01,4,11,0,0,FMP
MAA,2024-03-01,4,11,0,0,FMP
MAA,2024-02-01,4,11,0,0,FMP
MAA,2024-01-01,4,14,2,1,FMP
MAA,2023-12-01,4,11,0,0,FMP
MAA,2023-11-01,4,11,0,0,FMP
MAA,2023-10-01,4,11,0,0,FMP
MAA,2023-09-01,4,11,0,0,FMP
MAA,2023-08-01,4,11,0,0,FMP
MAA,2023-07-01,4,11,0,0,FMP
MAA,2023-06-01,4,11,0,0,FMP
MAA,2023-05-01,4,11,0,0,FMP
MAA,2023-04-01,4,11,0,0,FMP
MAA,2023-03-01,4,11,0,0,FMP
MAA,2023-02-01,4,11,0,0,FMP
MAA,2023-01-01,7,7,0,0,FMP
MAA,2022-12-01,7,7,0,0,FMP
MAA,2022-11-01,7,7,0,0,FMP
MAA,2022-10-01,7,7,0,0,FMP
MAA,2022-09-01,7,11,0,0,FMP
MAA,2022-08-01,7,7,0,0,FMP
MAA,2022-07-01,7,11,0,0,FMP
D,2025-06-01,2,15,0,1,FMP
D,2025-05-01,2,15,0,1,FMP
D,2025-04-01,2,16,0,1,FMP
D,2025-03-01,2,16,0,0,FMP
D,2025-02-01,2,16,0,1,FMP
D,2025-01-01,2,16,0,1,FMP
D,2024-12-01,2,17,0,1,FMP
D,2024-11-01,2,15,0,1,FMP
D,2024-10-01,2,15,0,1,FMP
D,2024-09-01,2,15,0,1,FMP
D,2024-08-01,8,14,1,0,FMP
D,2024-07-01,8,14,1,0,FMP
D,2024-06-01,8,14,1,0,FMP
D,2024-05-01,8,5,1,0,FMP
D,2024-04-01,8,5,1,0,FMP
D,2024-03-01,8,5,1,0,FMP
D,2024-02-01,8,5,1,0,FMP
D,2024-01-01,8,5,1,0,FMP
D,2023-12-01,8,5,1,0,FMP
D,2023-11-01,8,5,1,0,FMP
D,2023-10-01,8,5,1,0,FMP
D,2023-09-01,8,5,1,0,FMP
D,2023-08-01,8,5,1,0,FMP
D,2023-07-01,8,5,1,0,FMP
D,2023-06-01,8,5,1,0,FMP
D,2023-05-01,8,5,1,0,FMP
D,2023-04-01,8,5,1,0,FMP
D,2023-03-01,8,5,1,0,FMP
D,2023-02-01,8,5,1,0,FMP
D,2023-01-01,2,14,0,0,FMP
D,2022-12-01,2,14,0,0,FMP
D,2022-11-01,2,14,0,0,FMP
D,2022-10-01,2,14,0,0,FMP
D,2022-09-01,8,7,1,0,FMP
D,2022-08-01,2,14,0,0,FMP
D,2022-07-01,8,7,1,0,FMP
HWM,2025-06-01,15,5,0,0,FMP
HWM,2025-05-01,15,5,0,0,FMP
HWM,2025-04-01,16,5,1,0,FMP
HWM,2025-03-01,16,3,1,0,FMP
HWM,2025-02-01,16,2,1,0,FMP
HWM,2025-01-01,15,2,1,0,FMP
HWM,2024-12-01,15,2,1,0,FMP
HWM,2024-11-01,15,2,1,1,FMP
HWM,2024-10-01,15,2,1,2,FMP
HWM,2024-09-01,15,2,1,2,FMP
HWM,2024-08-01,15,1,1,2,FMP
HWM,2024-07-01,14,1,1,1,FMP
HWM,2024-06-01,14,1,1,1,FMP
HWM,2024-05-01,8,1,0,0,FMP
HWM,2024-04-01,8,1,0,0,FMP
HWM,2024-03-01,8,1,0,0,FMP
HWM,2024-02-01,8,1,0,0,FMP
HWM,2024-01-01,8,1,0,0,FMP
HWM,2023-12-01,8,1,0,0,FMP
HWM,2023-11-01,8,1,0,0,FMP
HWM,2023-10-01,8,1,0,0,FMP
HWM,2023-09-01,8,1,0,0,FMP
HWM,2023-08-01,8,1,0,0,FMP
HWM,2023-07-01,11,3,0,0,FMP
HWM,2023-06-01,11,3,0,0,FMP
HWM,2023-05-01,8,1,0,0,FMP
HWM,2023-04-01,8,1,0,0,FMP
HWM,2023-03-01,8,1,0,0,FMP
HWM,2023-02-01,8,1,0,0,FMP
HWM,2023-01-01,0,0,0,0,FMP
HWM,2022-12-01,0,0,0,0,FMP
HWM,2022-11-01,0,0,0,0,FMP
HWM,2022-10-01,0,0,0,0,FMP
HWM,2022-09-01,11,2,0,0,FMP
HWM,2022-08-01,0,0,0,0,FMP
HWM,2022-07-01,12,1,0,0,FMP
COO,2025-06-01,9,8,0,0,FMP
COO,2025-05-01,9,8,0,0,FMP
COO,2025-04-01,9,7,0,0,FMP
COO,2025-03-01,9,8,0,1,FMP
COO,2025-02-01,9,7,0,1,FMP
COO,2025-01-01,9,7,0,1,FMP
COO,2024-12-01,9,7,0,1,FMP
COO,2024-11-01,9,7,0,0,FMP
COO,2024-10-01,9,8,0,0,FMP
COO,2024-09-01,9,9,0,0,FMP
COO,2024-08-01,9,9,1,0,FMP
COO,2024-07-01,5,10,1,0,FMP
COO,2024-06-01,5,10,1,0,FMP
COO,2024-05-01,4,6,1,0,FMP
COO,2024-04-01,4,6,1,0,FMP
COO,2024-03-01,4,6,1,0,FMP
COO,2024-02-01,4,6,1,0,FMP
COO,2024-01-01,4,6,1,0,FMP
COO,2023-12-01,4,6,1,0,FMP
COO,2023-11-01,4,6,1,0,FMP
COO,2023-10-01,4,6,1,0,FMP
COO,2023-09-01,4,6,1,0,FMP
COO,2023-08-01,4,6,1,0,FMP
COO,2023-07-01,4,6,1,0,FMP
COO,2023-06-01,4,6,1,0,FMP
COO,2023-05-01,4,6,1,0,FMP
COO,2023-04-01,4,6,1,0,FMP
COO,2023-03-01,4,6,1,0,FMP
COO,2023-02-01,4,6,1,0,FMP
COO,2023-01-01,3,5,0,0,FMP
COO,2022-12-01,3,5,0,0,FMP
COO,2022-11-01,3,5,0,0,FMP
COO,2022-10-01,3,5,0,0,FMP
COO,2022-09-01,4,6,1,0,FMP
COO,2022-08-01,3,5,0,0,FMP
COO,2022-07-01,4,6,1,0,FMP
CHTR,2025-06-01,9,6,2,3,FMP
CHTR,2025-05-01,9,10,2,4,FMP
CHTR,2025-04-01,9,11,2,4,FMP
CHTR,2025-03-01,9,12,2,3,FMP
CHTR,2025-02-01,8,12,2,3,FMP
CHTR,2025-01-01,8,11,2,3,FMP
CHTR,2024-12-01,8,13,2,3,FMP
CHTR,2024-11-01,12,14,2,4,FMP
CHTR,2024-10-01,12,17,5,4,FMP
CHTR,2024-09-01,12,17,5,4,FMP
CHTR,2024-08-01,14,15,5,4,FMP
CHTR,2024-07-01,14,16,3,1,FMP
CHTR,2024-06-01,14,16,2,0,FMP
CHTR,2024-05-01,14,15,2,0,FMP
CHTR,2024-04-01,14,15,2,0,FMP
CHTR,2024-03-01,14,15,2,0,FMP
CHTR,2024-02-01,14,15,2,0,FMP
CHTR,2024-01-01,14,15,2,0,FMP
CHTR,2023-12-01,14,15,2,0,FMP
CHTR,2023-11-01,14,15,2,0,FMP
CHTR,2023-10-01,14,15,2,0,FMP
CHTR,2023-09-01,14,15,2,0,FMP
CHTR,2023-08-01,14,15,2,0,FMP
CHTR,2023-07-01,14,15,2,0,FMP
CHTR,2023-06-01,14,15,2,0,FMP
CHTR,2023-05-01,14,15,2,0,FMP
CHTR,2023-04-01,14,15,2,0,FMP
CHTR,2023-03-01,14,15,2,0,FMP
CHTR,2023-02-01,14,15,2,0,FMP
CHTR,2023-01-01,12,9,0,0,FMP
CHTR,2022-12-01,12,9,0,0,FMP
CHTR,2022-11-01,12,9,0,0,FMP
CHTR,2022-10-01,12,9,0,0,FMP
CHTR,2022-09-01,15,12,2,1,FMP
CHTR,2022-08-01,12,9,0,0,FMP
CHTR,2022-07-01,15,12,2,1,FMP
MTD,2025-06-01,4,10,0,0,FMP
MTD,2025-05-01,4,11,1,0,FMP
MTD,2025-04-01,3,11,1,0,FMP
MTD,2025-03-01,2,11,1,0,FMP
MTD,2025-02-01,2,11,1,1,FMP
MTD,2025-01-01,2,12,1,1,FMP
MTD,2024-12-01,1,12,2,1,FMP
MTD,2024-11-01,1,10,2,1,FMP
MTD,2024-10-01,1,11,2,2,FMP
MTD,2024-09-01,1,11,2,2,FMP
MTD,2024-08-01,1,10,2,2,FMP
MTD,2024-07-01,0,10,1,2,FMP
MTD,2024-06-01,0,10,1,2,FMP
MTD,2024-05-01,0,9,1,1,FMP
MTD,2024-04-01,0,9,1,1,FMP
MTD,2024-03-01,0,9,1,1,FMP
MTD,2024-02-01,0,9,1,1,FMP
MTD,2024-01-01,0,9,1,1,FMP
MTD,2023-12-01,0,9,1,1,FMP
MTD,2023-11-01,0,9,1,1,FMP
MTD,2023-10-01,0,9,1,1,FMP
MTD,2023-09-01,0,9,1,1,FMP
MTD,2023-08-01,0,9,1,1,FMP
MTD,2023-07-01,0,9,1,1,FMP
MTD,2023-06-01,0,9,1,1,FMP
MTD,2023-05-01,0,9,1,1,FMP
MTD,2023-04-01,0,9,1,1,FMP
MTD,2023-03-01,0,9,1,1,FMP
MTD,2023-02-01,0,9,1,1,FMP
MTD,2023-01-01,1,8,0,0,FMP
MTD,2022-12-01,1,8,0,0,FMP
MTD,2022-11-01,1,8,0,0,FMP
MTD,2022-10-01,1,8,2,0,FMP
MTD,2022-09-01,1,8,2,0,FMP
MTD,2022-08-01,1,8,0,0,FMP
MTD,2022-07-01,1,8,2,0,FMP
ALB,2025-06-01,6,17,1,0,FMP
ALB,2025-05-01,6,17,1,1,FMP
ALB,2025-04-01,7,17,1,1,FMP
ALB,2025-03-01,7,17,1,1,FMP
ALB,2025-02-01,8,17,1,1,FMP
ALB,2025-01-01,8,16,1,1,FMP
ALB,2024-12-01,8,15,1,1,FMP
ALB,2024-11-01,8,15,1,1,FMP
ALB,2024-10-01,8,15,2,1,FMP
ALB,2024-09-01,8,15,2,1,FMP
ALB,2024-08-01,12,15,2,1,FMP
ALB,2024-07-01,12,12,2,0,FMP
ALB,2024-06-01,12,10,2,0,FMP
ALB,2024-05-01,12,6,2,0,FMP
ALB,2024-04-01,12,6,2,0,FMP
ALB,2024-03-01,12,6,2,0,FMP
ALB,2024-02-01,12,6,2,0,FMP
ALB,2024-01-01,12,6,2,0,FMP
ALB,2023-12-01,12,6,2,0,FMP
